id,experiment_id,result_type,result_value,context,created,updated
3.774000000000000341e+02,1.499964999999999993e+00,4.963066000000000298e-06
3.775000000000000000e+02,1.499964999999999993e+00,4.971520999999999695e-06
3.776000000000000227e+02,1.499964999999999993e+00,4.965883999999999735e-06
3.776999999999999886e+02,1.499964999999999993e+00,4.957428999999999491e-06
3.778000000000000114e+02,1.499964999999999993e+00,4.960248000000000014e-06
3.779000000000000341e+02,1.499964999999999993e+00,4.965883999999999735e-06
3.780000000000000000e+02,1.499964999999999993e+00,4.958369000000000028e-06
3.781000000000000227e+02,1.499964999999999993e+00,4.960248000000000014e-06
3.781999999999999886e+02,1.499964999999999993e+00,4.960248000000000014e-06
3.783000000000000114e+02,1.499964999999999993e+00,4.954611000000000055e-06
3.784000000000000341e+02,1.499964999999999993e+00,4.956490000000000041e-06
3.785000000000000000e+02,1.499964999999999993e+00,4.963066000000000298e-06
3.786000000000000227e+02,1.499964999999999993e+00,4.961187000000000312e-06
3.786999999999999886e+02,1.499964999999999993e+00,4.960248000000000014e-06
3.788000000000000114e+02,1.499964999999999993e+00,4.953671999999999758e-06
3.789000000000000341e+02,1.499964999999999993e+00,4.959307999999999478e-06
3.790000000000000000e+02,1.499964999999999993e+00,4.955549999999999505e-06
3.791000000000000227e+02,1.499964999999999993e+00,4.955549999999999505e-06
3.791999999999999886e+02,1.499964999999999993e+00,4.949913999999999784e-06
3.793000000000000114e+02,1.499964999999999993e+00,4.958369000000000028e-06
3.794000000000000341e+02,1.499964999999999993e+00,4.953671999999999758e-06
3.795000000000000000e+02,1.499964999999999993e+00,4.957428999999999491e-06
3.796000000000000227e+02,1.499964999999999993e+00,4.957428999999999491e-06
3.796999999999999886e+02,1.499964999999999993e+00,4.955549999999999505e-06
3.798000000000000114e+02,1.499964999999999993e+00,4.959307999999999478e-06
3.799000000000000341e+02,1.499964999999999993e+00,4.962125999999999762e-06
3.800000000000000000e+02,1.499964999999999993e+00,4.961187000000000312e-06
3.801000000000000227e+02,1.499964999999999993e+00,4.960248000000000014e-06
3.801999999999999886e+02,1.499964999999999993e+00,4.961187000000000312e-06
3.803000000000000114e+02,1.499964999999999993e+00,4.962125999999999762e-06
3.804000000000000341e+02,1.499964999999999993e+00,4.946155999999999811e-06
3.805000000000000000e+02,1.499964999999999993e+00,4.936760999999999878e-06
3.806000000000000227e+02,1.499964999999999993e+00,4.960248000000000014e-06
3.806999999999999886e+02,1.499964999999999993e+00,4.952732000000000068e-06
3.808000000000000114e+02,1.499964999999999993e+00,4.953671999999999758e-06
3.809000000000000341e+02,1.499964999999999993e+00,4.967762999999999721e-06
3.810000000000000000e+02,1.499964999999999993e+00,4.951792999999999771e-06
3.811000000000000227e+02,1.499964999999999993e+00,4.955549999999999505e-06
3.811999999999999886e+02,1.499964999999999993e+00,4.964004999999999748e-06
3.813000000000000114e+02,1.499964999999999993e+00,4.940518999999999851e-06
3.814000000000000341e+02,1.499964999999999993e+00,4.936760999999999878e-06
3.815000000000000000e+02,1.499964999999999993e+00,4.953671999999999758e-06
3.816000000000000227e+02,1.499964999999999993e+00,4.944276999999999825e-06
3.816999999999999886e+02,1.499964999999999993e+00,4.948974000000000095e-06
3.818000000000000114e+02,1.499964999999999993e+00,4.949913999999999784e-06
3.819000000000000341e+02,1.499964999999999993e+00,4.950853000000000081e-06
3.820000000000000000e+02,1.499964999999999993e+00,4.932063999999999608e-06
3.821000000000000227e+02,1.499964999999999993e+00,4.948034999999999798e-06
3.821999999999999886e+02,1.499964999999999993e+00,4.945216000000000122e-06
3.823000000000000114e+02,1.499964999999999993e+00,4.958369000000000028e-06
3.824000000000000341e+02,1.499964999999999993e+00,4.948974000000000095e-06
3.825000000000000000e+02,1.499964999999999993e+00,4.939579999999999554e-06
3.826000000000000227e+02,1.499964999999999993e+00,4.925488000000000198e-06
3.826999999999999886e+02,1.499964999999999993e+00,4.952732000000000068e-06
3.828000000000000114e+02,1.499964999999999993e+00,4.966824000000000271e-06
3.829000000000000341e+02,1.499964999999999993e+00,4.937700999999999568e-06
3.830000000000000000e+02,1.499964999999999993e+00,4.939579999999999554e-06
3.831000000000000227e+02,1.499964999999999993e+00,4.949913999999999784e-06
3.831999999999999886e+02,1.499964999999999993e+00,4.947095000000000108e-06
3.833000000000000114e+02,1.499964999999999993e+00,4.943337000000000135e-06
3.834000000000000341e+02,1.499964999999999993e+00,4.948034999999999798e-06
3.835000000000000000e+02,1.499964999999999993e+00,4.943337000000000135e-06
3.836000000000000227e+02,1.499964999999999993e+00,4.951792999999999771e-06
3.836999999999999886e+02,1.499964999999999993e+00,4.941458999999999541e-06
3.838000000000000114e+02,1.499964999999999993e+00,4.970581000000000005e-06
3.839000000000000341e+02,1.499964999999999993e+00,4.937700999999999568e-06
3.840000000000000000e+02,1.499964999999999993e+00,4.947095000000000108e-06
3.841000000000000227e+02,1.499964999999999993e+00,4.948974000000000095e-06
3.841999999999999886e+02,1.499964999999999993e+00,4.947095000000000108e-06
3.843000000000000114e+02,1.499964999999999993e+00,4.947095000000000108e-06
3.844000000000000341e+02,1.499964999999999993e+00,4.937700999999999568e-06
3.845000000000000000e+02,1.499964999999999993e+00,4.937700999999999568e-06
3.846000000000000227e+02,1.499964999999999993e+00,4.943337000000000135e-06
3.846999999999999886e+02,1.499964999999999993e+00,4.937700999999999568e-06
3.848000000000000114e+02,1.499964999999999993e+00,4.944276999999999825e-06
3.849000000000000341e+02,1.499964999999999993e+00,4.941458999999999541e-06
3.850000000000000000e+02,1.499964999999999993e+00,4.948034999999999798e-06
3.851000000000000227e+02,1.499964999999999993e+00,4.945216000000000122e-06
3.851999999999999886e+02,1.499964999999999993e+00,4.937700999999999568e-06
3.853000000000000114e+02,1.499964999999999993e+00,4.941458999999999541e-06
3.854000000000000341e+02,1.499964999999999993e+00,4.936760999999999878e-06
3.855000000000000000e+02,1.499964999999999993e+00,4.926427999999999888e-06
3.856000000000000227e+02,1.499964999999999993e+00,4.938639999999999865e-06
3.856999999999999886e+02,1.499964999999999993e+00,4.944276999999999825e-06
3.858000000000000114e+02,1.499964999999999993e+00,4.933942999999999595e-06
3.859000000000000341e+02,1.499964999999999993e+00,4.933942999999999595e-06
3.860000000000000000e+02,1.499964999999999993e+00,4.929246000000000171e-06
3.861000000000000227e+02,1.499964999999999993e+00,4.933942999999999595e-06
3.861999999999999886e+02,1.499964999999999993e+00,4.935821999999999581e-06
3.863000000000000114e+02,1.499964999999999993e+00,4.942397999999999838e-06
3.864000000000000341e+02,1.499964999999999993e+00,4.942397999999999838e-06
3.865000000000000000e+02,1.499964999999999993e+00,4.931125000000000158e-06
3.866000000000000227e+02,1.499964999999999993e+00,4.936760999999999878e-06
3.866999999999999886e+02,1.499964999999999993e+00,4.925488000000000198e-06
3.868000000000000114e+02,1.499964999999999993e+00,4.931125000000000158e-06
3.869000000000000341e+02,1.499964999999999993e+00,4.936760999999999878e-06
3.870000000000000000e+02,1.499964999999999993e+00,4.927367000000000185e-06
3.871000000000000227e+02,1.499964999999999993e+00,4.937700999999999568e-06
3.871999999999999886e+02,1.499964999999999993e+00,4.923609000000000212e-06
3.873000000000000114e+02,1.499964999999999993e+00,4.926427999999999888e-06
3.874000000000000341e+02,1.499964999999999993e+00,4.934883000000000131e-06
3.875000000000000000e+02,1.499964999999999993e+00,4.932063999999999608e-06
3.876000000000000227e+02,1.499964999999999993e+00,4.931125000000000158e-06
3.876999999999999886e+02,1.499964999999999993e+00,4.933942999999999595e-06
3.878000000000000114e+02,1.499964999999999993e+00,4.932063999999999608e-06
3.879000000000000341e+02,1.499964999999999993e+00,4.927367000000000185e-06
3.880000000000000000e+02,1.499964999999999993e+00,4.933004000000000144e-06
3.881000000000000227e+02,1.499964999999999993e+00,4.929246000000000171e-06
3.881999999999999886e+02,1.499964999999999993e+00,4.938639999999999865e-06
3.883000000000000114e+02,1.499964999999999993e+00,4.928306999999999874e-06
3.884000000000000341e+02,1.499964999999999993e+00,4.928306999999999874e-06
3.885000000000000000e+02,1.499964999999999993e+00,4.920790999999999928e-06
3.886000000000000227e+02,1.499964999999999993e+00,4.922669999999999914e-06
3.886999999999999886e+02,1.499964999999999993e+00,4.928306999999999874e-06
3.888000000000000114e+02,1.499964999999999993e+00,4.923609000000000212e-06
3.889000000000000341e+02,1.499964999999999993e+00,4.936760999999999878e-06
3.890000000000000000e+02,1.499964999999999993e+00,4.922669999999999914e-06
3.891000000000000227e+02,1.499964999999999993e+00,4.931125000000000158e-06
3.891999999999999886e+02,1.499964999999999993e+00,4.932063999999999608e-06
3.893000000000000114e+02,1.499964999999999993e+00,4.924548999999999901e-06
3.894000000000000341e+02,1.499964999999999993e+00,4.912335999999999684e-06
3.895000000000000000e+02,1.499964999999999993e+00,4.930184999999999621e-06
3.896000000000000227e+02,1.499964999999999993e+00,4.922669999999999914e-06
3.896999999999999886e+02,1.499964999999999993e+00,4.925488000000000198e-06
3.898000000000000114e+02,1.499964999999999993e+00,4.929246000000000171e-06
3.899000000000000341e+02,1.499964999999999993e+00,4.924548999999999901e-06
3.900000000000000000e+02,1.499964999999999993e+00,4.924548999999999901e-06
3.901000000000000227e+02,1.499964999999999993e+00,4.915153999999999968e-06
3.901999999999999886e+02,1.499964999999999993e+00,4.922669999999999914e-06
3.903000000000000114e+02,1.499964999999999993e+00,4.925488000000000198e-06
3.904000000000000341e+02,1.499964999999999993e+00,4.919851999999999631e-06
3.905000000000000000e+02,1.499964999999999993e+00,4.924548999999999901e-06
3.906000000000000227e+02,1.499964999999999993e+00,4.924548999999999901e-06
3.906999999999999886e+02,1.499964999999999993e+00,4.920790999999999928e-06
3.908000000000000114e+02,1.499964999999999993e+00,4.924548999999999901e-06
3.909000000000000341e+02,1.499964999999999993e+00,4.919851999999999631e-06
3.910000000000000000e+02,1.499964999999999993e+00,4.919851999999999631e-06
3.911000000000000227e+02,1.499964999999999993e+00,4.927367000000000185e-06
3.911999999999999886e+02,1.499964999999999993e+00,4.926427999999999888e-06
3.913000000000000114e+02,1.499964999999999993e+00,4.918911999999999941e-06
3.914000000000000341e+02,1.499964999999999993e+00,4.917972999999999644e-06
3.915000000000000000e+02,1.499964999999999993e+00,4.920790999999999928e-06
3.916000000000000227e+02,1.499964999999999993e+00,4.914214999999999671e-06
3.916999999999999886e+02,1.499964999999999993e+00,4.920790999999999928e-06
3.918000000000000114e+02,1.499964999999999993e+00,4.931125000000000158e-06
3.919000000000000341e+02,1.499964999999999993e+00,4.921730999999999617e-06
3.920000000000000000e+02,1.499964999999999993e+00,4.920790999999999928e-06
3.921000000000000227e+02,1.499964999999999993e+00,4.917972999999999644e-06
3.921999999999999886e+02,1.499964999999999993e+00,4.918911999999999941e-06
3.923000000000000114e+02,1.499964999999999993e+00,4.919851999999999631e-06
3.924000000000000341e+02,1.499964999999999993e+00,4.911395999999999995e-06
3.925000000000000000e+02,1.499964999999999993e+00,4.920790999999999928e-06
3.926000000000000227e+02,1.499964999999999993e+00,4.924548999999999901e-06
3.926999999999999886e+02,1.499964999999999993e+00,4.914214999999999671e-06
3.928000000000000114e+02,1.499964999999999993e+00,4.918911999999999941e-06
3.929000000000000341e+02,1.499964999999999993e+00,4.910456999999999698e-06
3.930000000000000000e+02,1.499964999999999993e+00,4.912335999999999684e-06
3.931000000000000227e+02,1.499964999999999993e+00,4.917032999999999955e-06
3.931999999999999886e+02,1.499964999999999993e+00,4.919851999999999631e-06
3.933000000000000114e+02,1.499964999999999993e+00,4.910456999999999698e-06
3.934000000000000341e+02,1.499964999999999993e+00,4.912335999999999684e-06
3.935000000000000000e+02,1.499964999999999993e+00,4.931125000000000158e-06
3.936000000000000227e+02,1.499964999999999993e+00,4.921730999999999617e-06
3.936999999999999886e+02,1.499964999999999993e+00,4.900123000000000315e-06
3.938000000000000114e+02,1.499964999999999993e+00,4.911395999999999995e-06
3.939000000000000341e+02,1.499964999999999993e+00,4.885091999999999814e-06
3.940000000000000000e+02,1.499964999999999993e+00,4.916093999999999658e-06
3.941000000000000227e+02,1.499964999999999993e+00,4.915153999999999968e-06
3.941999999999999886e+02,1.499964999999999993e+00,4.916093999999999658e-06
3.943000000000000114e+02,1.499964999999999993e+00,4.913274999999999982e-06
3.944000000000000341e+02,1.499964999999999993e+00,4.901063000000000004e-06
3.945000000000000000e+02,1.499964999999999993e+00,4.904819999999999738e-06
3.946000000000000227e+02,1.499964999999999993e+00,4.912335999999999684e-06
3.946999999999999886e+02,1.499964999999999993e+00,4.910456999999999698e-06
3.948000000000000114e+02,1.499964999999999993e+00,4.900123000000000315e-06
3.949000000000000341e+02,1.499964999999999993e+00,4.914214999999999671e-06
3.950000000000000000e+02,1.499964999999999993e+00,4.912335999999999684e-06
3.951000000000000227e+02,1.499964999999999993e+00,4.906698999999999725e-06
3.951999999999999886e+02,1.499964999999999993e+00,4.910456999999999698e-06
3.953000000000000114e+02,1.499964999999999993e+00,4.919851999999999631e-06
3.954000000000000341e+02,1.499964999999999993e+00,4.916093999999999658e-06
3.955000000000000000e+02,1.499964999999999993e+00,4.915153999999999968e-06
3.956000000000000227e+02,1.499964999999999993e+00,4.913274999999999982e-06
3.956999999999999886e+02,1.499964999999999993e+00,4.903881000000000288e-06
3.958000000000000114e+02,1.499964999999999993e+00,4.913274999999999982e-06
3.959000000000000341e+02,1.499964999999999993e+00,4.905760000000000275e-06
3.960000000000000000e+02,1.499964999999999993e+00,4.891668000000000071e-06
3.961000000000000227e+02,1.499964999999999993e+00,4.914214999999999671e-06
3.961999999999999886e+02,1.499964999999999993e+00,4.902941999999999991e-06
3.963000000000000114e+02,1.499964999999999993e+00,4.915153999999999968e-06
3.964000000000000341e+02,1.499964999999999993e+00,4.910456999999999698e-06
3.965000000000000000e+02,1.499964999999999993e+00,4.905760000000000275e-06
3.966000000000000227e+02,1.499964999999999993e+00,4.901063000000000004e-06
3.966999999999999886e+02,1.499964999999999993e+00,4.904819999999999738e-06
3.968000000000000114e+02,1.499964999999999993e+00,4.905760000000000275e-06
3.969000000000000341e+02,1.499964999999999993e+00,4.910456999999999698e-06
3.970000000000000000e+02,1.499964999999999993e+00,4.901063000000000004e-06
3.971000000000000227e+02,1.499964999999999993e+00,4.907639000000000261e-06
3.971999999999999886e+02,1.499964999999999993e+00,4.894486999999999747e-06
3.973000000000000114e+02,1.499964999999999993e+00,4.895426000000000044e-06
3.974000000000000341e+02,1.499964999999999993e+00,4.912335999999999684e-06
3.975000000000000000e+02,1.499964999999999993e+00,4.904819999999999738e-06
3.976000000000000227e+02,1.499964999999999993e+00,4.903881000000000288e-06
3.976999999999999886e+02,1.499964999999999993e+00,4.889790000000000324e-06
3.978000000000000114e+02,1.499964999999999993e+00,4.894486999999999747e-06
3.979000000000000341e+02,1.499964999999999993e+00,4.892607999999999761e-06
3.980000000000000000e+02,1.499964999999999993e+00,4.896365999999999734e-06
3.981000000000000227e+02,1.499964999999999993e+00,4.900123000000000315e-06
3.981999999999999886e+02,1.499964999999999993e+00,4.903881000000000288e-06
3.983000000000000114e+02,1.499964999999999993e+00,4.894486999999999747e-06
3.984000000000000341e+02,1.499964999999999993e+00,4.897305000000000031e-06
3.985000000000000000e+02,1.499964999999999993e+00,4.889790000000000324e-06
3.986000000000000227e+02,1.499964999999999993e+00,4.897305000000000031e-06
3.986999999999999886e+02,1.499964999999999993e+00,4.897305000000000031e-06
3.988000000000000114e+02,1.499964999999999993e+00,4.893547000000000058e-06
3.989000000000000341e+02,1.499964999999999993e+00,4.899184000000000018e-06
3.990000000000000000e+02,1.499964999999999993e+00,4.902002000000000301e-06
3.991000000000000227e+02,1.499964999999999993e+00,4.895426000000000044e-06
3.991999999999999886e+02,1.499964999999999993e+00,4.888849999999999788e-06
3.993000000000000114e+02,1.499964999999999993e+00,4.903881000000000288e-06
3.994000000000000341e+02,1.499964999999999993e+00,4.891668000000000071e-06
3.995000000000000000e+02,1.499964999999999993e+00,4.897305000000000031e-06
3.996000000000000227e+02,1.499964999999999993e+00,4.897305000000000031e-06
3.996999999999999886e+02,1.499964999999999993e+00,4.891668000000000071e-06
3.998000000000000114e+02,1.499964999999999993e+00,4.901063000000000004e-06
3.999000000000000341e+02,1.499964999999999993e+00,4.897305000000000031e-06
4.000000000000000000e+02,1.499964999999999993e+00,4.900123000000000315e-06
4.001000000000000227e+02,1.499964999999999993e+00,4.899184000000000018e-06
4.001999999999999886e+02,1.499964999999999993e+00,4.892607999999999761e-06
4.003000000000000114e+02,1.499964999999999993e+00,4.897305000000000031e-06
4.004000000000000341e+02,1.499964999999999993e+00,4.899184000000000018e-06
4.005000000000000000e+02,1.499964999999999993e+00,4.895426000000000044e-06
4.006000000000000227e+02,1.499964999999999993e+00,4.888849999999999788e-06
4.006999999999999886e+02,1.499964999999999993e+00,4.888849999999999788e-06
4.008000000000000114e+02,1.499964999999999993e+00,4.888849999999999788e-06
4.009000000000000341e+02,1.499964999999999993e+00,4.904819999999999738e-06
4.010000000000000000e+02,1.499964999999999993e+00,4.894486999999999747e-06
4.011000000000000227e+02,1.499964999999999993e+00,4.891668000000000071e-06
4.011999999999999886e+02,1.499964999999999993e+00,4.888849999999999788e-06
4.013000000000000114e+02,1.499964999999999993e+00,4.904819999999999738e-06
4.014000000000000341e+02,1.499964999999999993e+00,4.899184000000000018e-06
4.015000000000000000e+02,1.499964999999999993e+00,4.887910999999999490e-06
4.016000000000000227e+02,1.499964999999999993e+00,4.872878999999999598e-06
4.016999999999999886e+02,1.499964999999999993e+00,4.889790000000000324e-06
4.018000000000000114e+02,1.499964999999999993e+00,4.885091999999999814e-06
4.019000000000000341e+02,1.499964999999999993e+00,4.897305000000000031e-06
4.020000000000000000e+02,1.499964999999999993e+00,4.890728999999999774e-06
4.021000000000000227e+02,1.499964999999999993e+00,4.894486999999999747e-06
4.021999999999999886e+02,1.499964999999999993e+00,4.888849999999999788e-06
4.023000000000000114e+02,1.499964999999999993e+00,4.881333999999999841e-06
4.024000000000000341e+02,1.499964999999999993e+00,4.899184000000000018e-06
4.025000000000000000e+02,1.499964999999999993e+00,4.880394999999999544e-06
4.026000000000000227e+02,1.499964999999999993e+00,4.890728999999999774e-06
4.026999999999999886e+02,1.499964999999999993e+00,4.886031999999999504e-06
4.028000000000000114e+02,1.499964999999999993e+00,4.875698000000000121e-06
4.029000000000000341e+02,1.499964999999999993e+00,4.886031999999999504e-06
4.030000000000000000e+02,1.499964999999999993e+00,4.877577000000000107e-06
4.031000000000000227e+02,1.499964999999999993e+00,4.871940000000000148e-06
4.031999999999999886e+02,1.499964999999999993e+00,4.873819000000000134e-06
4.033000000000000114e+02,1.499964999999999993e+00,4.883212999999999828e-06
4.034000000000000341e+02,1.499964999999999993e+00,4.884152999999999517e-06
4.035000000000000000e+02,1.499964999999999993e+00,4.888849999999999788e-06
4.036000000000000227e+02,1.499964999999999993e+00,4.882273999999999531e-06
4.036999999999999886e+02,1.499964999999999993e+00,4.880394999999999544e-06
4.038000000000000114e+02,1.499964999999999993e+00,4.878515999999999558e-06
4.039000000000000341e+02,1.499964999999999993e+00,4.891668000000000071e-06
4.040000000000000000e+02,1.499964999999999993e+00,4.872878999999999598e-06
4.041000000000000227e+02,1.499964999999999993e+00,4.871000999999999851e-06
4.041999999999999886e+02,1.499964999999999993e+00,4.891668000000000071e-06
4.043000000000000114e+02,1.499964999999999993e+00,4.871940000000000148e-06
4.044000000000000341e+02,1.499964999999999993e+00,4.886970999999999801e-06
4.045000000000000000e+02,1.499964999999999993e+00,4.898243999999999481e-06
4.046000000000000227e+02,1.499964999999999993e+00,4.880394999999999544e-06
4.046999999999999886e+02,1.499964999999999993e+00,4.881333999999999841e-06
4.048000000000000114e+02,1.499964999999999993e+00,4.871940000000000148e-06
4.049000000000000341e+02,1.499964999999999993e+00,4.871940000000000148e-06
4.050000000000000000e+02,1.499964999999999993e+00,4.884152999999999517e-06
4.051000000000000227e+02,1.499964999999999993e+00,4.887910999999999490e-06
4.051999999999999886e+02,1.499964999999999993e+00,4.883212999999999828e-06
4.053000000000000114e+02,1.499964999999999993e+00,4.882273999999999531e-06
4.054000000000000341e+02,1.499964999999999993e+00,4.883212999999999828e-06
4.055000000000000000e+02,1.499964999999999993e+00,4.890728999999999774e-06
4.056000000000000227e+02,1.499964999999999993e+00,4.880394999999999544e-06
4.056999999999999886e+02,1.499964999999999993e+00,4.874757999999999584e-06
4.058000000000000114e+02,1.499964999999999993e+00,4.876636999999999571e-06
4.059000000000000341e+02,1.499964999999999993e+00,4.884152999999999517e-06
4.060000000000000000e+02,1.499964999999999993e+00,4.870061000000000161e-06
4.061000000000000227e+02,1.499964999999999993e+00,4.887910999999999490e-06
4.061999999999999886e+02,1.499964999999999993e+00,4.873819000000000134e-06
4.063000000000000114e+02,1.499964999999999993e+00,4.881333999999999841e-06
4.064000000000000341e+02,1.499964999999999993e+00,4.885091999999999814e-06
4.065000000000000000e+02,1.499964999999999993e+00,4.871000999999999851e-06
4.066000000000000227e+02,1.499964999999999993e+00,4.871000999999999851e-06
4.066999999999999886e+02,1.499964999999999993e+00,4.871000999999999851e-06
4.068000000000000114e+02,1.499964999999999993e+00,4.875698000000000121e-06
4.069000000000000341e+02,1.499964999999999993e+00,4.872878999999999598e-06
4.070000000000000000e+02,1.499964999999999993e+00,4.871940000000000148e-06
4.071000000000000227e+02,1.499964999999999993e+00,4.882273999999999531e-06
4.071999999999999886e+02,1.499964999999999993e+00,4.876636999999999571e-06
4.073000000000000114e+02,1.499964999999999993e+00,4.868182000000000175e-06
4.074000000000000341e+02,1.499964999999999993e+00,4.873819000000000134e-06
4.075000000000000000e+02,1.499964999999999993e+00,4.873819000000000134e-06
4.076000000000000227e+02,1.499964999999999993e+00,4.873819000000000134e-06
4.076999999999999886e+02,1.499964999999999993e+00,4.871940000000000148e-06
4.078000000000000114e+02,1.499964999999999993e+00,4.871000999999999851e-06
4.079000000000000341e+02,1.499964999999999993e+00,4.863484999999999904e-06
4.080000000000000000e+02,1.499964999999999993e+00,4.865363999999999891e-06
4.081000000000000227e+02,1.499964999999999993e+00,4.876636999999999571e-06
4.081999999999999886e+02,1.499964999999999993e+00,4.865363999999999891e-06
4.083000000000000114e+02,1.499964999999999993e+00,4.872878999999999598e-06
4.084000000000000341e+02,1.499964999999999993e+00,4.868182000000000175e-06
4.085000000000000000e+02,1.499964999999999993e+00,4.865363999999999891e-06
4.086000000000000227e+02,1.499964999999999993e+00,4.876636999999999571e-06
4.086999999999999886e+02,1.499964999999999993e+00,4.873819000000000134e-06
4.088000000000000114e+02,1.499964999999999993e+00,4.866303000000000188e-06
4.089000000000000341e+02,1.499964999999999993e+00,4.870061000000000161e-06
4.090000000000000000e+02,1.499964999999999993e+00,4.872878999999999598e-06
4.091000000000000227e+02,1.499964999999999993e+00,4.880394999999999544e-06
4.091999999999999886e+02,1.499964999999999993e+00,4.886031999999999504e-06
4.093000000000000114e+02,1.499964999999999993e+00,4.870061000000000161e-06
4.094000000000000341e+02,1.499964999999999993e+00,4.865363999999999891e-06
4.095000000000000000e+02,1.499964999999999993e+00,4.862545999999999607e-06
4.096000000000000227e+02,1.499964999999999993e+00,4.865363999999999891e-06
4.096999999999999886e+02,1.499964999999999993e+00,4.860666999999999621e-06
4.098000000000000114e+02,1.499964999999999993e+00,4.862545999999999607e-06
4.099000000000000341e+02,1.499964999999999993e+00,4.867242999999999877e-06
4.100000000000000000e+02,1.499964999999999993e+00,4.874757999999999584e-06
4.101000000000000227e+02,1.499964999999999993e+00,4.861605999999999918e-06
4.101999999999999886e+02,1.499964999999999993e+00,4.858787999999999634e-06
4.103000000000000114e+02,1.499964999999999993e+00,4.861605999999999918e-06
4.104000000000000341e+02,1.499964999999999993e+00,4.869121999999999864e-06
4.105000000000000000e+02,1.499964999999999993e+00,4.867242999999999877e-06
4.106000000000000227e+02,1.499964999999999993e+00,4.865363999999999891e-06
4.106999999999999886e+02,1.499964999999999993e+00,4.865363999999999891e-06
4.108000000000000114e+02,1.499964999999999993e+00,4.871940000000000148e-06
4.109000000000000341e+02,1.499964999999999993e+00,4.862545999999999607e-06
4.110000000000000000e+02,1.499964999999999993e+00,4.855970000000000197e-06
4.111000000000000227e+02,1.499964999999999993e+00,4.855970000000000197e-06
4.111999999999999886e+02,1.499964999999999993e+00,4.864424999999999594e-06
4.113000000000000114e+02,1.499964999999999993e+00,4.864424999999999594e-06
4.114000000000000341e+02,1.499964999999999993e+00,4.860666999999999621e-06
4.115000000000000000e+02,1.499964999999999993e+00,4.867242999999999877e-06
4.116000000000000227e+02,1.499964999999999993e+00,4.863484999999999904e-06
4.116999999999999886e+02,1.499964999999999993e+00,4.864424999999999594e-06
4.118000000000000114e+02,1.499964999999999993e+00,4.866303000000000188e-06
4.119000000000000341e+02,1.499964999999999993e+00,4.863484999999999904e-06
4.120000000000000000e+02,1.499964999999999993e+00,4.867242999999999877e-06
4.121000000000000227e+02,1.499964999999999993e+00,4.860666999999999621e-06
4.121999999999999886e+02,1.499964999999999993e+00,4.856908999999999647e-06
4.123000000000000114e+02,1.499964999999999993e+00,4.859726999999999931e-06
4.124000000000000341e+02,1.499964999999999993e+00,4.866303000000000188e-06
4.125000000000000000e+02,1.499964999999999993e+00,4.864424999999999594e-06
4.126000000000000227e+02,1.499964999999999993e+00,4.857849000000000184e-06
4.126999999999999886e+02,1.499964999999999993e+00,4.870061000000000161e-06
4.128000000000000114e+02,1.499964999999999993e+00,4.859726999999999931e-06
4.129000000000000341e+02,1.499964999999999993e+00,4.867242999999999877e-06
4.130000000000000000e+02,1.499964999999999993e+00,4.862545999999999607e-06
4.131000000000000227e+02,1.499964999999999993e+00,4.859726999999999931e-06
4.131999999999999886e+02,1.499964999999999993e+00,4.850333000000000238e-06
4.133000000000000114e+02,1.499964999999999993e+00,4.842817000000000291e-06
4.134000000000000341e+02,1.499964999999999993e+00,4.851271999999999688e-06
4.135000000000000000e+02,1.499964999999999993e+00,4.861605999999999918e-06
4.136000000000000227e+02,1.499964999999999993e+00,4.856908999999999647e-06
4.136999999999999886e+02,1.499964999999999993e+00,4.851271999999999688e-06
4.138000000000000114e+02,1.499964999999999993e+00,4.855970000000000197e-06
4.139000000000000341e+02,1.499964999999999993e+00,4.861605999999999918e-06
4.140000000000000000e+02,1.499964999999999993e+00,4.856908999999999647e-06
4.141000000000000227e+02,1.499964999999999993e+00,4.857849000000000184e-06
4.141999999999999886e+02,1.499964999999999993e+00,4.845635999999999967e-06
4.143000000000000114e+02,1.499964999999999993e+00,4.850333000000000238e-06
4.144000000000000341e+02,1.499964999999999993e+00,4.845635999999999967e-06
4.145000000000000000e+02,1.499964999999999993e+00,4.860666999999999621e-06
4.146000000000000227e+02,1.499964999999999993e+00,4.855970000000000197e-06
4.146999999999999886e+02,1.499964999999999993e+00,4.846575000000000264e-06
4.148000000000000114e+02,1.499964999999999993e+00,4.852212000000000224e-06
4.149000000000000341e+02,1.499964999999999993e+00,4.857849000000000184e-06
4.150000000000000000e+02,1.499964999999999993e+00,4.855970000000000197e-06
4.151000000000000227e+02,1.499964999999999993e+00,4.845635999999999967e-06
4.151999999999999886e+02,1.499964999999999993e+00,4.837180999999999724e-06
4.153000000000000114e+02,1.499964999999999993e+00,4.863484999999999904e-06
4.154000000000000341e+02,1.499964999999999993e+00,4.857849000000000184e-06
4.155000000000000000e+02,1.499964999999999993e+00,4.842817000000000291e-06
4.156000000000000227e+02,1.499964999999999993e+00,4.845635999999999967e-06
4.156999999999999886e+02,1.499964999999999993e+00,4.848454000000000251e-06
4.158000000000000114e+02,1.499964999999999993e+00,4.848454000000000251e-06
4.159000000000000341e+02,1.499964999999999993e+00,4.843756999999999981e-06
4.160000000000000000e+02,1.499964999999999993e+00,4.847513999999999714e-06
4.161000000000000227e+02,1.499964999999999993e+00,4.857849000000000184e-06
